name,Total_distance_traveled,Clusters
Track_7,-0.5045063206017528,0
Track_8,-0.06531621349714228,0
Track_9,1.8817843934608416,0
Track_12,-0.4455319374140569,0
Track_16,0.10569607518586295,0
Track_18,-0.20250214627979726,0
Track_20,0.7445840411803717,0
Track_24,2.4494350643239464,0
Track_27,0.49501232705540027,0
Track_30,2.935040059477853,0
Track_36,-0.12475284539526736,0
Track_39,2.314865130916283,0
Track_41,-0.5359167936557585,0
Track_43,1.0298596195534384,0
Track_44,-0.310883321694115,0
Track_45,-0.36826018546730854,0
Track_54,0.5624120325707993,0
Track_57,-0.5360339146531438,0
Track_58,1.4479266134708109,0
Track_60,1.7404971370843676,0
Track_62,2.616671280514292,0
Track_64,2.875122259442117,0
Track_75,2.944530225426073,0
Track_88,2.8765265295383555,0
Track_90,0.4862310111696043,0
Track_91,-0.07405223297016472,0
Track_110,2.412642898407612,0
Track_114,-0.458502057258979,0
Track_117,0.719399117137768,0
Track_118,0.18547761707698326,0
Track_127,-0.4842504173330569,0
Track_128,2.4377820584308836,0
Track_154,2.415196002820197,0
Track_181,-0.3027635520172506,0
Track_206,-0.15820191166726397,0
Track_262,2.2329035210294643,0
Track_291,0.07504033690070068,0
Track_309,2.8318986797525025,0
Track_324,0.3917778774223794,0
Track_326,0.19710648877336928,0
Track_346,-0.43178497636726604,0
Track_354,0.0,0
Track_356,-0.2601560980281167,0
Track_467,0.2762882667308238,0
Track_497,0.049763683108712216,0
Track_551,0.6066736526975296,0
Track_646,0.5578910363601001,0
Track_666,-0.5853752734395505,0
Track_696,-0.24409573359695808,0
Track_703,2.20485500103152,0
Track_723,-0.27657715454022114,0
Track_728,2.7960480480166887,0
Track_780,-0.08626968491981254,0
Track_787,-0.17428962346921345,0
Track_865,-0.6003506139342651,0
Track_878,-0.4234817915412527,0
Track_919,-0.07630188012091813,0
Track_961,0.6918839757924954,0
Track_992,0.8401588535442036,0
Track_994,-0.22334491596021314,0
Track_1003,1.307604800616666,0
Track_1066,-0.4028697608913944,0
Track_1083,0.8058205786150173,0
Track_1138,-0.013772299930007288,0
Track_1157,-0.5588251157629877,0
Track_1177,-0.18463196217405906,0
Track_1215,-0.3217693882365368,0
Track_1275,0.1219693960563649,0
Track_1290,2.4704550460567187,0
Track_1366,2.306226364742709,0
Track_1498,0.6312748666937164,0
Track_1516,2.6260427888440665,0
Track_1521,0.41180341079663885,0
Track_1532,1.2127365502388285,0
Track_1565,0.40136255403139787,0
Track_1577,2.2594938752590195,0
Track_1616,-0.32847311064732587,0
Track_1652,0.18142641159684866,0
Track_1699,0.29476859259829646,0
Track_1731,1.0788220579252692,0
Track_1744,0.01872269077228293,0
Track_1793,-0.022719818705259152,0
Track_1901,-0.44539054565916575,0
Track_1921,-0.0676721723338065,0
Track_1936,0.4183544461235799,0
Track_1989,0.8830102570357824,0
Track_1997,0.710249948603019,0
Track_2001,-0.5752225227120583,0
Track_2005,0.14184343444562944,0
Track_2107,0.9716475851316444,0
Track_2156,-0.5684135220644916,0
Track_2165,-0.27485992015672095,0
Track_2169,0.2557106866906157,0
Track_2235,-0.011386948421741514,0
Track_2311,-0.5421431379586021,0
Track_2358,0.08759937094582779,0
Track_2380,-0.3641923337289775,0
Track_2443,0.2439813581256852,0
Track_2499,-0.3777371321363796,0
Track_2542,0.11593219463272812,0
Track_2553,-0.2202698525606251,0
Track_2580,1.1736887269834977,0
Track_2595,-0.290873351938185,0
Track_2611,0.26521750073246647,0
Track_2695,-0.46415881122476876,0
Track_2708,-0.4044643764834842,0
Track_2806,0.0472070646221014,0
Track_2897,0.2077558330668365,0
Track_3040,-0.3341731848770044,0
Track_3097,-0.5923488830595302,0
Track_3120,-0.4631524215648677,0
Track_3126,-0.41670373255464804,0
Track_3175,-0.3904049256233061,0
Track_3184,-0.33005121735505316,0
Track_3207,-0.13144929284418758,0
Track_3233,0.39195763594133143,0
Track_3235,-0.3904152720755556,0
Track_3237,0.08720715297641163,0
Track_3337,-0.15649666530792333,0
Track_3416,0.031034011121605306,0
Track_3430,-0.44479550287262953,0
Track_3477,-0.06675873128606964,0
Track_3712,-0.481587828096132,0
Track_5,-0.5736257421472677,1
Track_15,0.6227278157025952,1
Track_26,0.443037273611555,1
Track_31,-0.06218081356816556,1
Track_35,-0.32256477543484463,1
Track_47,0.0346034735119958,1
Track_56,0.7425715537774996,1
Track_189,-0.41726876066584845,1
Track_412,-0.20895078826779018,1
Track_752,0.7087535383913152,1
Track_1321,0.00516841822182563,1
Track_1384,-0.32509812520209735,1
Track_1398,-0.511374283334547,1
Track_1468,-0.5935581376172109,1
Track_1496,-0.3860368736857034,1
Track_1522,-0.49642513449522535,1
Track_1612,0.28803963125371146,1
Track_1725,1.5108267940306568,1
Track_1799,-0.36319018732363945,1
Track_2117,0.3168660327066808,1
Track_2412,0.9941956971503872,1
Track_2669,0.2722688972322614,1
Track_2730,-0.46795780800223064,1
Track_2764,-0.48525419623051846,1
Track_2933,-0.48187576141334415,1
Track_2934,0.23947825153823732,1
Track_3285,-0.011153588587886598,1
Track_3339,-0.41812474602773936,1
Track_3425,-0.6077824418129387,1
Track_3467,-0.2792599997916938,1
Track_3473,-0.4804134536630488,1
Track_3578,-0.6007474639477498,1
